respondent_id,h1n1_vaccine,seasonal_vaccine
26827,0.05863393516633778,0.1267841263752751
26828,0.2378259766574216,0.4859818913990036
26829,0.8073960592518385,0.9304780192232258
26830,0.05442113929980203,0.7806698983622642
26831,0.12168276551098738,0.9155704387447806
26832,0.04476046703127854,0.7011094970990722
26833,0.027054957858222546,0.6215936904294962
26834,0.0748902825910997,0.30617720932341497
26835,0.12125304771708229,0.7338004932290637
26836,0.30957080592235725,0.6820350587382485
26837,0.058497360875894244,0.05165187185359718
26838,0.10610579055858294,0.3003619773495805
26839,0.22541734174160996,0.5412727454982952
26840,0.12281858536356333,0.1649237729065311
26841,0.31732650965529363,0.6690412362021095
26842,0.06173413799995568,0.20366495154243372
26843,0.0406497512919797,0.07221266789175981
26844,0.023010869319508388,0.3145923502581201
26845,0.025448227945158275,0.7631092243846676
26846,0.029567130938432332,0.9014547716698432
26847,0.34504308100050624,0.16460272474967141
26848,0.03538191439681973,0.675650479720588
26849,0.635401512550865,0.6056140506425589
26850,0.6001403155484857,0.5800868916844917
26851,0.060576260072272764,0.08820251962291634
26852,0.03698480908049073,0.10109477192484659
26853,0.2060780813472448,0.4135710472888713
26854,0.020836543669908354,0.08399587598332758
26855,0.15477690289269722,0.6547364551586672
26856,0.08216507885644675,0.046833138821300316
26857,0.5048511722555357,0.18653505950495053
26858,0.11725303981228558,0.4834460770051626
26859,0.030928673182048404,0.11392837513327826
26860,0.10172160807840881,0.09027984377326209
26861,0.02503864500140123,0.06075429169329686
26862,0.026386402341769113,0.2761178084266236
26863,0.06877039343743081,0.4628059454907823
26864,0.30887080119703464,0.4037370914434512
26865,0.03424459791080309,0.0517415922978158
26866,0.05210356015100571,0.659209576177523
26867,0.219004924239618,0.16233704917146863
26868,0.8723617141334897,0.9111231082171902
26869,0.02767380279260188,0.1288618644671733
26870,0.8196883748193383,0.9336903994495482
26871,0.030023966059216176,0.05109794329430824
26872,0.07442473112630635,0.28182869115935677
26873,0.03334020842892308,0.7308145407118376
26874,0.04789010678260971,0.09546488763731967
26875,0.21923398721999227,0.8385689376528208
26876,0.04346182993786675,0.05692104448585007
26877,0.1059149034870884,0.12149449823803589
26878,0.061625500889795556,0.16436323238827583
26879,0.02566436509936935,0.09826397440185876
26880,0.043644852934462124,0.11893328285095017
26881,0.0168576927815456,0.047233276032956434
26882,0.033889009006537504,0.07952722184684043
26883,0.05935443974140081,0.21522118383979857
26884,0.3107941912854248,0.48343564973861475
26885,0.24736506546341067,0.730906659682341
26886,0.04432200004122105,0.8775704534542985
26887,0.7286564344844039,0.8901010128764628
26888,0.9334933126888981,0.973588400768855
26889,0.06940804238343877,0.16339933482426236
26890,0.08162530785237754,0.34299083802611496
26891,0.7773816622749687,0.82599563987209
26892,0.11166191617601669,0.6596141993435939
26893,0.04517019461392641,0.1037494347128667
26894,0.24681211639398498,0.2810097813239516
26895,0.028062335270218543,0.8550406207516809
26896,0.054815108897825184,0.07824246120847743
26897,0.04744659686925491,0.5212406195816528
26898,0.13190239574423396,0.5828588914245207
26899,0.032770862117565254,0.09480333124631954
26900,0.06745291050216012,0.21970894077199002
26901,0.04049496355314634,0.2402646740222928
26902,0.06856488312745336,0.8568027088051079
26903,0.21961287257178158,0.08644227266386946
26904,0.08477021665297117,0.3128970347370843
26905,0.16648268982181175,0.7943334904166495
26906,0.02187035648295074,0.27364142147428394
26907,0.015963693979918273,0.6880880851302106
26908,0.07609984381748056,0.8215523885000987
26909,0.13060048367473714,0.14193896106713105
26910,0.1438624664351606,0.5691193842067784
26911,0.06844227787439866,0.0867592201942259
26912,0.5276706020214833,0.9142137053433892
26913,0.6566805604773489,0.7616520287231587
26914,0.031965152109692606,0.2062354860300453
26915,0.09256274207152142,0.5532902024973972
26916,0.03431375949364774,0.21891683390533925
26917,0.05920420702554809,0.1290790009555936
26918,0.9269963245150148,0.9518871904936821
26919,0.3021626219205088,0.6279985103633462
26920,0.036478530346055776,0.08557846369649812
26921,0.10404534409712321,0.8831631471221876
26922,0.020928972895784582,0.7848102059115498
26923,0.1677448754157632,0.4412065100048279
26924,0.9068707059544497,0.9551880875284533
26925,0.15094381180861313,0.7907256734705546
26926,0.23540534944556174,0.6252637808143757
26927,0.49393649850816995,0.6915452025482944
26928,0.12025017911532525,0.6424419156010647
26929,0.1366868081494298,0.19767838491608197
26930,0.5789593492688878,0.7679960120506902
26931,0.21269601267740132,0.5469560692554383
26932,0.07218425899401443,0.96379873066842
26933,0.02862797667453919,0.5147516634607138
26934,0.18970710970235116,0.44653840192286226
26935,0.09333631869284646,0.5024445217248805
26936,0.30077805613500946,0.18181346626971762
26937,0.12350698703381176,0.8544780224788868
26938,0.04389138721949378,0.04635364281480369
26939,0.057044692279309035,0.10847772340187947
26940,0.09425182926316279,0.16831598982814597
26941,0.1442377557020419,0.3660832930315914
26942,0.7168803818154508,0.8922635143729526
26943,0.11284659686173547,0.6318000293422665
26944,0.035493129895736344,0.11231462040933841
26945,0.030047546333964992,0.5864872744253102
26946,0.06405472002481473,0.6347613680330735
26947,0.38762742669096095,0.6199955948190957
26948,0.014931296011775804,0.0737815094859139
26949,0.02010068945352922,0.06457966702858008
26950,0.029157953368296127,0.3915402033127716
26951,0.10234027045918008,0.29353823968849047
26952,0.85182622324387,0.9531090034927127
26953,0.3109454748535785,0.8650648871806738
26954,0.04234108585945343,0.13761127393033135
26955,0.09217026699372971,0.8029120220543119
26956,0.4449313776614228,0.4484013905116321
26957,0.03164702874463174,0.9458777554105985
26958,0.2872711978213293,0.8365620364947829
26959,0.07397842230221995,0.2520491351287159
26960,0.014506142720892795,0.05235609578561741
26961,0.41779401667959043,0.5523926890297043
26962,0.07988511195898643,0.8758525710521515
26963,0.06318378440402737,0.17300813197956913
26964,0.04147616926589829,0.19552503035553565
26965,0.33690660345763634,0.8395927672196966
26966,0.03277685337045736,0.0809975416216296
26967,0.2103329829238355,0.5646391233503498
26968,0.08900924089609094,0.884599522053424
26969,0.032953887631953116,0.1456490100341626
26970,0.7706172441445125,0.5741778023706936
26971,0.061848957171862805,0.1625621697975909
26972,0.030030056089025828,0.049181896099739
26973,0.05109413018987607,0.16043502220032088
26974,0.37482354570666526,0.2588220524746119
26975,0.09663169477929529,0.7917421242111823
26976,0.9206295963673503,0.5234930609516136
26977,0.08405693142973884,0.3615291370612201
26978,0.02932086916187434,0.8896415927685485
26979,0.6834396173969697,0.9189304648535808
26980,0.054505332794333936,0.09830363763005623
26981,0.10941291004882782,0.495993649500145
26982,0.7489912837473337,0.846248400572678
26983,0.2507480829545959,0.6696710150920154
26984,0.03131253033344259,0.13240292674812335
26985,0.02244451553686839,0.09336952718840331
26986,0.0710884342484785,0.29658373338851307
26987,0.03306742848842417,0.14631483093720815
26988,0.04529904261805482,0.12515540912819717
26989,0.5273455913420255,0.8817071490299061
26990,0.03966829496966175,0.08456632199241902
26991,0.12203213958588321,0.421511162072802
26992,0.23521730115709086,0.2998621558745426
26993,0.0440772183027488,0.821763728344158
26994,0.5254851269878791,0.5970638728391242
26995,0.19394507709612457,0.3938292550252249
26996,0.31617396974331585,0.2849366892116451
26997,0.024845127136959758,0.06415734073566938
26998,0.04309874524559247,0.04530908941810968
26999,0.19543863165515377,0.36047179320605577
27000,0.03584797450707689,0.30334835124136567
27001,0.0300043587229968,0.7769830392530651
27002,0.02301227706027598,0.3505160863968511
27003,0.04474594205261802,0.09066738993890286
27004,0.4417463699764363,0.49285652212147046
27005,0.5322522533622206,0.8785059433875151
27006,0.7911179022920147,0.8806438051753087
27007,0.019461379263736624,0.07524858127964247
27008,0.08905825437755363,0.051796557077767244
27009,0.08676343965432316,0.2540672655396978
27010,0.02870025307933698,0.15117227003361247
27011,0.051687331052816,0.11323896516153593
27012,0.1514293003817763,0.45779038112683657
27013,0.12346489103538069,0.38285278446603593
27014,0.03634656078186803,0.29154066950987373
27015,0.2820125771309911,0.36970803921635176
27016,0.07457517585110836,0.23560396716060344
27017,0.5369584717044162,0.8456705183633294
27018,0.028261893360168377,0.25732144489950726
27019,0.9220317558663207,0.9631201412937423
27020,0.14710455793042165,0.16686226038614582
27021,0.15299575526710144,0.68415121744642
27022,0.0868759656125598,0.22231127698235578
27023,0.06945792541959711,0.14389918146626463
27024,0.05246235064293326,0.4405275688169939
27025,0.16103831726650594,0.07183197854370428
27026,0.0828399429906156,0.5224866286944321
27027,0.02670800521852392,0.8688213521652286
27028,0.518249209595711,0.8913144905652097
27029,0.07244904776952794,0.2878445907621404
27030,0.5976098706532196,0.3149824699550063
27031,0.4773621443795255,0.9073058671508383
27032,0.12162389502051288,0.6172467360512859
27033,0.5082376987109624,0.8305413955162176
27034,0.02288540606952078,0.6295918738858124
27035,0.1179023892640252,0.23966512365373044
27036,0.3299066286462024,0.8643211134593147
27037,0.6508009568500603,0.7653258646013948
27038,0.021223479381944115,0.04764358424946872
27039,0.32796896956460253,0.7616563903295099
27040,0.07927008307004535,0.2564054161267255
27041,0.026997319271988316,0.7763363955983914
27042,0.03259119754569534,0.5131421515899618
27043,0.207289245080059,0.7549314659167581
27044,0.02210083429878226,0.05831290957376039
27045,0.03531959185571712,0.5711159271270193
27046,0.07537386711506663,0.14096583549642347
27047,0.6133961289440641,0.5582132483865302
27048,0.06797883374112666,0.5318981960004241
27049,0.31652797877204913,0.8930183777570935
27050,0.0948550340653188,0.6637431380423765
27051,0.23355752050415268,0.37344140605351683
27052,0.058730858526492936,0.2833818713393463
27053,0.8705992097063361,0.9156381715351944
27054,0.0616967730036812,0.07943033147697029
27055,0.05030635681780654,0.7893749922506996
27056,0.05604181714136612,0.0552016000323958
27057,0.011076808008940262,0.026923092791046033
27058,0.916312567125658,0.9449212372872476
27059,0.06813921469051157,0.13320782840650283
27060,0.03372198316586835,0.3274180288516957
27061,0.12697444919981382,0.7210428564396426
27062,0.08283185877320928,0.5698697809999574
27063,0.035379454127750856,0.4708677458532397
27064,0.13359643859747602,0.7241075197339171
27065,0.10598657962856238,0.49821546050590354
27066,0.07195147051205115,0.49466931273163145
27067,0.5845086131190484,0.7511928308192348
27068,0.6243789907166435,0.8041684373988174
27069,0.7625494387252094,0.9339070489787109
27070,0.025215065327558576,0.056631620351905866
27071,0.051054211803818604,0.08615872457822975
27072,0.17466543178209668,0.6979613159946924
27073,0.04426559424712,0.8994523280295399
27074,0.07324346487004588,0.31130949787271206
27075,0.37171225734469976,0.7050509696651647
27076,0.6963600363128549,0.7877097656475551
27077,0.06823198356843989,0.12632302321047403
27078,0.11792105487370327,0.8331665816842407
27079,0.1026502799788649,0.8620761350361499
27080,0.18498935839294733,0.14371130926566067
27081,0.03526973140056172,0.739925662939076
27082,0.16373249486626795,0.24933024190975484
27083,0.08056353822207518,0.3403692779395707
27084,0.9039498825409606,0.6622396714277501
27085,0.021055421838801908,0.09100123586979865
27086,0.06936434874876815,0.1963117505986773
27087,0.06536903619501715,0.2518699935915907
27088,0.1419884177179266,0.6292682742184131
27089,0.23609532420394033,0.26375568766806284
27090,0.5191463925842728,0.6736827293605089
27091,0.7335340497354832,0.28857767744603385
27092,0.10101917533775755,0.162091626652189
27093,0.2636747399188093,0.1686304936852368
27094,0.01228578118806677,0.05485762216997859
27095,0.03933282553714052,0.5508946990150845
27096,0.03743634981686603,0.23898423581374673
27097,0.29299192765763976,0.4179451877491957
27098,0.6339825284375505,0.8515577948669725
27099,0.21902239092359888,0.6806287324217635
27100,0.043529208380108264,0.6425721889505415
27101,0.04390418208956603,0.525099344244025
27102,0.08408069260018108,0.9220409769606236
27103,0.024586499562715473,0.055148431513238234
27104,0.5894915582742287,0.4708444608270745
27105,0.04269217076307037,0.35472776221500923
27106,0.8358944595131532,0.9113901755880862
27107,0.6387688005339175,0.8285851441960984
27108,0.2447319204453224,0.43674026402598126
27109,0.1036673888329606,0.11046716407917373
27110,0.07178546338282592,0.25796461550276933
27111,0.10022028975781178,0.4350340707435816
27112,0.37140868189233583,0.6575872102866579
27113,0.08471039652319208,0.13810605017176314
27114,0.082376474075431,0.17189196659389258
27115,0.5298105857693075,0.8718422979880884
27116,0.04571886981043815,0.9118501484910847
27117,0.019099868558933388,0.06899663607912868
27118,0.03843294312912983,0.5393343325218923
27119,0.08612893211460938,0.2885020552613357
27120,0.191896761817279,0.9163255194563066
27121,0.017834929919730517,0.8778589746153628
27122,0.08255383444510984,0.49984975408923316
27123,0.26113814459443085,0.29132571093439125
27124,0.041946986625413,0.17027356699541776
27125,0.033558505908433775,0.034682558153381574
27126,0.26647853042045244,0.13870778873698247
27127,0.04196213580646626,0.09822179785446275
27128,0.2252385746545825,0.41713102017857767
27129,0.5894828757373354,0.869987896705626
27130,0.03828948177163004,0.19234724524787247
27131,0.06258946105012776,0.09485177799783542
27132,0.17883144995952202,0.7168846814245349
27133,0.12497759486105585,0.6179649576288335
27134,0.878672553352607,0.9831007974391437
27135,0.12883526904800763,0.5229363999437349
27136,0.07221309404266103,0.6008661902453141
27137,0.1009724756495769,0.12083668589692328
27138,0.1259992425944086,0.46457767019654667
27139,0.06154792869657279,0.15338654014228303
27140,0.9308440624793636,0.9719534309803697
27141,0.722211401488916,0.8382745517440832
27142,0.027292153272139175,0.1806815209558283
27143,0.21428862501227905,0.6269220562024872
27144,0.026494613755767667,0.05518168943165633
27145,0.6551316236706138,0.6886659583153899
27146,0.0946319821358046,0.9222675033286177
27147,0.04369056737277243,0.22126039252925833
27148,0.0593581749963751,0.13686178575920993
27149,0.1311147707887417,0.09560895393740769
27150,0.2543482606950262,0.91484476860184
27151,0.3749504347555369,0.8591370834917937
27152,0.016092534795692386,0.137263537121855
27153,0.2907113646910456,0.8332353649236646
27154,0.8037883673262601,0.8684786634794308
27155,0.2601774882002544,0.7211312992803346
27156,0.017898138665120432,0.20564737604976752
27157,0.03438102894429509,0.6530083725976501
27158,0.03243581561852986,0.289437241910899
27159,0.05064532527108679,0.14693132274799608
27160,0.148916231291932,0.220766258859366
27161,0.4716937505087649,0.6913047232554528
27162,0.06365995028840145,0.8640873819990642
27163,0.40093679612883704,0.5411948812666031
27164,0.12927452137792897,0.1270883375744342
27165,0.6183097124148808,0.7695811450335942
27166,0.3947280052639801,0.31339277599122894
27167,0.10998211533914173,0.6637274432797069
27168,0.053466675515111306,0.6971826154885277
27169,0.2904441394724363,0.5242511522582541
27170,0.6813904973759913,0.9389351624671145
27171,0.034651923263658214,0.24968335876806763
27172,0.08000827496012525,0.8883900998390474
27173,0.24024329003842135,0.37795674033623217
27174,0.11527395560201677,0.1936354226711367
27175,0.03161090212271139,0.08033327612193153
27176,0.8288539986854746,0.8938289637698063
27177,0.9108170317804613,0.9305753277386325
27178,0.03799293229732774,0.26350223426468555
27179,0.09323687522779928,0.2002764760239834
27180,0.12255900979337904,0.3482538807383695
27181,0.03602575373491218,0.9053077710975543
27182,0.19394269912004547,0.7769165460883224
27183,0.0231917500187474,0.6633123846130016
27184,0.05163934970198344,0.4576190254598722
27185,0.15292828754775367,0.7405853581655999
27186,0.17527768586162298,0.7666086973932591
27187,0.11663940261762698,0.09725437618426967
27188,0.07433810292456587,0.3548088113135827
27189,0.09715404105037069,0.7302791654011368
27190,0.13235869641326314,0.6489324695943915
27191,0.2116981174770361,0.927785132084488
27192,0.17303733096349738,0.6131729651489536
27193,0.025751509185441106,0.07634142995633075
27194,0.11216327619859054,0.3648200942158633
27195,0.026538008930295186,0.15813073298593444
27196,0.10084494370548981,0.1188125172598812
27197,0.08497974767379195,0.7081899745145471
27198,0.4476400058282955,0.8774357482494133
27199,0.04028464596909327,0.18718353526225448
27200,0.1379264580424552,0.49458806219826434
27201,0.46805860422503504,0.8263789184047161
27202,0.05868622631483324,0.14996558446338423
27203,0.029774501146218598,0.06768423152419076
27204,0.04201383131385308,0.0894007806425355
27205,0.23254934304075045,0.4426895906186956
27206,0.12977837538271866,0.20731698027160436
27207,0.2796548773160644,0.37733450061545964
27208,0.8528072573154599,0.8079099935281454
27209,0.39649506383401817,0.5268991994221185
27210,0.11610384871252712,0.31282398542684725
27211,0.059379956212218796,0.17926866993268314
27212,0.09481547851424436,0.8636902039043326
27213,0.14779230505367835,0.5233357041713593
27214,0.03907393688040457,0.07356854098716137
27215,0.14303216444673394,0.737340929927237
27216,0.13049208707844712,0.879027673464969
27217,0.05360200592915434,0.19827368009002783
27218,0.7394301516728302,0.9381213389502677
27219,0.7324430083553309,0.7792811349946573
27220,0.22248051401942656,0.3163699259467189
27221,0.030883867384211026,0.7825221260923185
27222,0.09014678856376199,0.5961783777026216
27223,0.02362875134858466,0.7039371142926067
27224,0.11322920996947416,0.7312252271300831
27225,0.47847550668098854,0.25381700374053145
27226,0.021854683915339887,0.25523110568624824
27227,0.13391168839370954,0.21835413653404506
27228,0.617985303253413,0.8760281944203417
27229,0.5419223954232171,0.8504359227417956
27230,0.20112096286414655,0.9555252034226431
27231,0.534468090459744,0.9156482904605728
27232,0.07629447503251391,0.5023989764990435
27233,0.4472108166595351,0.2554189744676009
27234,0.03983779116550752,0.0923938632224925
27235,0.9271616687122625,0.9545812829341543
27236,0.09211812844265738,0.9205673384036124
27237,0.6380617418789054,0.698595101019112
27238,0.6451381113622653,0.8949499580635262
27239,0.18584595510161137,0.13930235419956147
27240,0.09946832070449227,0.46774074609503796
27241,0.0823344552942738,0.16610088858372912
27242,0.19254593660759814,0.4445661564020053
27243,0.034187854032896,0.08321924181382252
27244,0.029665690228438284,0.10549918476683917
27245,0.03074411857280203,0.18323563289712294
27246,0.8537114975662559,0.9407146454160648
27247,0.2893063250252265,0.9351939946101058
27248,0.21289421757284113,0.8674882840792255
27249,0.05486194313248285,0.5635443383626475
27250,0.06704406311360253,0.14522814422542168
27251,0.040573807053992224,0.3563500532972914
27252,0.1586659277144017,0.46416622887088477
27253,0.019082614465196875,0.8407217633022301
27254,0.9135350083208417,0.9515882254026056
27255,0.15890986502853768,0.3310524242901594
27256,0.7667539546440918,0.9534999947123187
27257,0.4025762702110675,0.3742059940377133
27258,0.14483099390945672,0.6246824434887828
27259,0.5621013100319712,0.7834211190316536
27260,0.21257439290368754,0.31679450319776203
27261,0.13662517052093384,0.8405849108435088
27262,0.08063928318668576,0.5921973257461192
27263,0.05818784364007995,0.08906555413415583
27264,0.04473490373132391,0.08058409642325876
27265,0.07550246665452007,0.4754185279011144
27266,0.14043682559066312,0.22154508690543892
27267,0.09066991718242615,0.6767911457215724
27268,0.021464362482823116,0.04286882774167158
27269,0.7787555123906335,0.5121551236260953
27270,0.023103856875073735,0.11348537688679204
27271,0.04863579013730016,0.21687179682722046
27272,0.0458571925533402,0.44343299707677947
27273,0.05437814886485212,0.172724223038614
27274,0.18171872674467124,0.4101433988463959
27275,0.3176580911666512,0.41772989452766146
27276,0.036094762226046205,0.21876102549328147
27277,0.047220019927579175,0.938763709340325
27278,0.05456268426409803,0.2228452773175982
27279,0.08200982115536169,0.2519222872425155
27280,0.21797728975355762,0.2648533039511133
27281,0.058937240423431264,0.19251134628462438
27282,0.06245234337454071,0.900224591016575
27283,0.019668376261768688,0.1285524925133054
27284,0.2990010443655173,0.3940591507539341
27285,0.04081950655987337,0.3541808567060313
27286,0.16672066042148045,0.4971011799724346
27287,0.10791423221643007,0.5099532499702852
27288,0.6297702567234386,0.6951831984350256
27289,0.20424029431540996,0.5565209089930572
27290,0.0671400731649909,0.18246170762617292
27291,0.3860827960732317,0.778514745074335
27292,0.0530481787066985,0.6834129013191659
27293,0.03358612849967201,0.9019983558339496
27294,0.02259292438544003,0.03633521078813188
27295,0.4996927588949707,0.8627718162229175
27296,0.08748285564063543,0.7814822579529076
27297,0.054844128472350956,0.8086903037290596
27298,0.042990596875478355,0.3883287342494157
27299,0.26435220886140454,0.7335814048892011
27300,0.05931341458497152,0.868563766573186
27301,0.023193003093017302,0.052337590662083586
27302,0.20205268089614375,0.9210611972972472
27303,0.04798550377276937,0.3574459472610996
27304,0.04289221416244913,0.8600946353232924
27305,0.024370295708396612,0.035816841308225364
27306,0.19874785454879734,0.5986380329906905
27307,0.8498415992519797,0.8691978723743148
27308,0.22574445073577246,0.19729071649265817
27309,0.8018377612935256,0.9546531661625591
27310,0.020509899067238067,0.1627372950076053
27311,0.05467665658665642,0.20617341972837708
27312,0.06843481523130016,0.33849307725441596
27313,0.02707401511817054,0.126723687262315
27314,0.05159962105558556,0.08348599781169974
27315,0.08239131112661677,0.3397087606220482
27316,0.07334656690515147,0.5027896030890885
27317,0.14372635732229003,0.1988688171476946
27318,0.1296831543157886,0.43256123149880493
27319,0.21476338281107363,0.8916297962915538
27320,0.3569384262591129,0.8053938924785383
27321,0.05949044539408174,0.7811421929382467
27322,0.545657154545188,0.19378863842216648
27323,0.03276289101694212,0.386968006728583
27324,0.18760762407868917,0.7328156286496514
27325,0.8682579461187373,0.9192488034144073
27326,0.06475064917106944,0.6812510870383465
27327,0.14661978826554545,0.22987529446931065
27328,0.2332648296681409,0.3965686682773608
27329,0.12308574128121066,0.22691175937235805
27330,0.01759785069698683,0.5838300933422939
27331,0.08124876473596836,0.16988669394561792
27332,0.06709007285907995,0.7873399714399587
27333,0.770754953413325,0.8014046481794028
27334,0.037364101696801474,0.058621306547866125
27335,0.22591178893745828,0.07773508265228182
27336,0.08001309935035528,0.18581056157113912
27337,0.35236261153474063,0.9502169425492021
27338,0.38834146756072063,0.40161002040215926
27339,0.13637531801013722,0.2577823445201808
27340,0.01218226313841571,0.15508690742472514
27341,0.21330702632714557,0.7307039067273264
27342,0.03063039880373145,0.656371895775689
27343,0.049352063436180295,0.08755700788957711
27344,0.4959720940955373,0.5672951907459779
27345,0.04024537690463958,0.22390293979238574
27346,0.3117073987832617,0.8468747896758791
27347,0.862488015001873,0.9129499511019593
27348,0.051839591726687916,0.248141098972153
27349,0.08189143901081332,0.22816053736313444
27350,0.04629003367822141,0.8705897063799234
27351,0.5048372614639806,0.7603788332975043
27352,0.06973637392292478,0.3323810600370477
27353,0.021085391350445886,0.1006204930956202
27354,0.33687640390786133,0.7962886923867037
27355,0.16420672501224734,0.12023998335418741
27356,0.43420459371796494,0.7510603107941265
27357,0.06476612587216823,0.34042451350180114
27358,0.6971185131657613,0.9145474775617878
27359,0.31581857077875963,0.6442593220971351
27360,0.11100299089373482,0.6367698089097816
27361,0.02760830147237046,0.8487139168863624
27362,0.2677892575190901,0.5767846337058942
27363,0.08951298954735956,0.12606970033933948
27364,0.04257119752245362,0.35414813174579907
27365,0.30118755096629124,0.6333064631533832
27366,0.28647738701427805,0.6561516986992332
27367,0.12699783026288508,0.543423837632692
27368,0.03037775934918665,0.6213702933628386
27369,0.03492927024451516,0.07854970247674022
27370,0.023394750702219098,0.793481002806781
27371,0.06561722656093738,0.17156424533887624
27372,0.06014115478358638,0.1427591456300257
27373,0.8223009959820128,0.7950289875036721
